IMO Number,CO₂ emissions per distance [kg CO₂ / n mile],CO₂eq emissions per distance [kg CO₂eq / n mile]
9580780,122.92,124.82
9580962,244.17,247.95
9580974,247.7,251.55
9580986,183.29,186.13
9580998,175.93,178.66
9581007,262.44,266.51
9581019,165.14,167.72
9581203,733.35,744.88
9581368,263.41,267.53
9581370,268.33,272.53
9581423,241.71,245.49
9581447,284.51,288.97
9581667,323.13,328.15
9581679,332.95,338.13
9581681,427.4,434.11
9581710,127.53,129.51
9582116,339.36,344.69
9582427,249.21,253.13
9582453,319.89,324.92
9582465,294.14,298.75
9582477,284.69,289.17
9582491,286.84,291.35
9582506,258.16,262.2
9582518,262.05,266.17
9582520,Division by zero!,Division by zero!
9582544,Division by zero!,Division by zero!
9582556,273.99,278.25
9582958,284.97,289.45
9582960,264.08,268.22
9582972,268.57,272.79
9582996,277.62,281.97
9583017,239.66,243.41
9583110,294.8,299.4
9583122,Division by zero!,Division by zero!
9583146,Division by zero!,Division by zero!
9583160,339.51,344.8
9583184,294.91,299.54
9583213,271.42,275.7
9583225,Division by zero!,Division by zero!
9583330,Division by zero!,Division by zero!
9583615,318.99,323.94
9583653,379.4,385.29
9583665,386.7,392.72
9583689,267.36,271.51
9583706,237.1,240.83
9583720,643.91,654
9583732,669.16,679.66
9583744,354.4,359.97
9583768,Division by zero!,Division by zero!
9583770,Division by zero!,Division by zero!
9583823,265.19,269.34
9584059,343.43,348.86
9584102,328.75,333.92
9584138,311.72,316.63
9584190,Division by zero!,Division by zero!
9584217,252.27,256.22
9584293,249.7,253.56
9584310,456.7,463.88
9584322,307.13,311.95
9584475,262.6,266.71
9584487,258.84,262.85
9584724,1097.45,1114.59
9584865,245.02,248.82
9584877,303.39,308.14
9584889,273.49,277.79
9584982,84.61,85.9
9584994,123.13,125.02
9585015,167.9,170.51
9585039,258.08,262.14
9585285,1515.21,1538.98
9585481,339.12,344.32
9585546,386.13,392.13
9585558,307.23,312.03
9585601,483.37,490.99
9585651,245.55,249.4
9585663,257.82,261.84
9585871,478.5,486.02
9585883,461.98,469.18
9585895,383.79,389.81
9586320,232.7,236.34
9586344,286.66,291.15
9586411,298.74,303.41
9586423,302.17,306.9
9586435,105.78,107.42
9586588,233.66,237.3
9586605,305.93,392.86
9586617,311.19,402.97
9586629,322.65,327.72
9586631,Division by zero!,Division by zero!
9586693,306.43,311.21
9586710,320.53,325.53
9586758,278.9,283.22
9586904,266.96,271.11
9587154,210.82,214.14
9587166,212.46,215.79
9587178,229.37,232.96
9587180,254.48,258.45
9587192,455.48,462.63
9587207,463.04,470.28
9587362,Division by zero!,Division by zero!
9587386,527.25,535.49
9587685,217.72,221.11
9587790,212.21,215.53
9587817,333.25,338.46
9587829,351.58,357.03
9587843,325.82,330.88
9587855,293.74,298.36
9587867,291.61,296.21
9588005,319.44,324.47
9588079,672.55,683.02
9588081,703.89,714.85
9588093,633.72,643.69
9588146,561.62,570.45
9588158,564.78,573.63
9588249,Division by zero!,Division by zero!
9588251,147.22,149.53
9588263,124.46,126.42
9588275,142.29,144.52
9588287,126.2,128.17
9588304,Division by zero!,Division by zero!
9588316,Division by zero!,Division by zero!
9588342,221.95,225.42
9588354,573.69,582.67
9588366,247.64,251.54
9588380,258.96,262.99
9588392,664.75,675.18
9588419,245.6,249.46
9588445,446.6,453.62
9588469,487.13,494.77
9588512,318.38,323.39
9588536,323.32,328.41
9588562,388.6,394.66
9588598,324.77,329.82
9588615,Division by zero!,Division by zero!
9588768,Division by zero!,Division by zero!
9588873,251.63,255.57
9589085,241.52,245.32
9589140,282.65,287.06
9589152,290.96,295.53
9589164,Division by zero!,Division by zero!
9589255,330.89,336.09
9589401,522.09,530.27
9589619,Division by zero!,Division by zero!
9589712,351.36,356.86
9589762,290.01,294.53
9589786,287.81,292.28
9589798,246.34,250.21
9589827,467.19,474.53
9589970,Division by zero!,Division by zero!
9590046,356.18,361.72
9590084,319.54,324.54
9590175,316.37,321.31
9590228,320.3,325.29
9590230,293.74,298.36
9590307,518.92,527.07
9590319,480.11,487.65
9590577,373.88,379.76
9590589,346.89,352.64
9590591,330.88,336.08
9590618,244.46,248.28
9590620,232.13,235.72
9590668,255.49,259.49
9590670,288.14,292.62
9590682,418.46,425.02
9590694,640.21,650.15
9590711,295.79,300.41
9590723,263.04,267.15
9590773,119.12,120.96
9590785,Division by zero!,Division by zero!
9590797,314.34,319.24
9590802,391.96,398.03
9590826,512.75,520.73
9590852,25247.25,25633.95
9590876,626.3,636.12
9590890,Division by zero!,Division by zero!
9590955,220.32,223.79
9590967,271.93,276.16
9590979,213.75,217.09
9590981,Division by zero!,Division by zero!
9591052,355.68,361.28
9591088,505.94,513.69
9591143,306.9,311.73
9591179,333.16,338.36
9591480,300.06,304.73
9591571,347.95,353.43
9591583,Division by zero!,Division by zero!
9591600,Division by zero!,Division by zero!
9591674,275.69,280
9591686,1362.55,1383.35
9591739,444.68,451.64
9591741,525.97,534.2
9591765,Division by zero!,Division by zero!
9591806,346.81,352.2
9591818,305.4,310.2
9591820,130.9,132.9
9591832,363.23,368.88
9591844,440.01,446.94
9591959,251.52,255.47
9591985,297.71,302.32
9592032,290.84,295.4
9592068,Division by zero!,Division by zero!
9592070,Division by zero!,Division by zero!
9592123,292.33,296.92
9592240,507.02,514.88
9592252,495.11,502.86
9592264,497.5,505.27
9592276,584.43,593.59
9592290,457.58,464.74
9592305,440.45,447.36
9592422,Division by zero!,Division by zero!
9592434,Division by zero!,Division by zero!
9592537,349.38,354.86
9592563,159.94,162.44
9592575,166.78,169.35
9592599,176.55,179.27
9592616,354.16,359.72
9592680,346.68,352.11
9592692,350.65,356.13
9592707,323.77,328.85
9592719,359.47,365.1
9592721,318.84,323.85
9592745,319.17,324.16
9592783,Division by zero!,Division by zero!
9592848,635.22,645.18
9592886,327.26,332.38
9593000,555.9,564.62
9593012,535.36,543.77
9593048,338.96,344.3
9593244,290.56,295.08
9593282,Division by zero!,Division by zero!
9593294,Division by zero!,Division by zero!
9593323,291.3,295.83
9593359,230.58,234.19
9593361,291.46,296.05
9593402,286.13,290.59
9593426,480.49,488.02
9593438,471.81,479.21
9593476,408.5,414.84
9593660,263.82,267.97
9593672,225.46,229.01
9593684,236.43,240.14
9593725,257.41,261.43
9593751,315.61,320.58
9593763,349.88,355.38
9593787,331.67,336.85
9593799,351.79,357.28
9593804,313.33,318.21
9593816,339.84,345.17
9593828,311.01,315.89
9593842,467.36,474.66
9593854,263.47,267.61
9593880,267.28,271.46
9593907,269.84,274.08
9594054,181.15,183.98
9594145,147.65,149.96
9594224,209.35,212.64
9594236,254.3,258.26
9594248,242.62,246.41
9594250,249.83,253.71
9594286,118.25,120.09
9594298,112.27,114.03
9594303,113.19,114.94
9594315,119.48,121.33
9594389,207.07,210.31
9594406,285.06,289.52
9594418,287.91,292.41
9594432,402.43,408.7
9594444,208.53,211.81
9594456,248.6,252.49
9594468,207.99,211.27
9594470,290.47,295.05
9594509,309.13,313.96
9594561,293.3,297.9
9594614,295.07,299.7
9594626,265.15,269.32
9594638,296.38,301.03
9594705,322.43,327.47
9594717,294.19,298.8
9594731,464.92,472.21
9594743,466.81,474.09
9594755,445.54,452.53
9594767,470.16,477.5
9594779,398.86,405.11
9594781,399.88,406.07
9594834,431.22,437.97
9595008,445.94,452.95
9595010,462.51,469.79
9595125,352.75,358.22
9595137,354.12,359.66
9595149,182.2,185.06
9595151,279.39,283.73
9595163,251.86,255.77
9595175,260.35,264.4
9595187,280.48,284.85
9595204,254.92,258.89
9595216,Division by zero!,Division by zero!
9595228,Division by zero!,Division by zero!
9595254,246.19,250.05
9595266,Division by zero!,Division by zero!
9595278,362.08,367.75
9595321,1365.47,1386.7
9595345,Division by zero!,Division by zero!
9595357,231.65,235.3
9595369,290.41,294.94
9595371,Division by zero!,Division by zero!
9595383,222.73,226.22
9595395,267.82,272.04
9595606,Division by zero!,Division by zero!
9595618,974.48,989.7
9595632,340.43,345.78
9595682,308.28,313.13
9595711,280.21,284.61
9595735,309.01,313.85
9595747,245.09,248.95
9595785,233,236.66
9595840,239.21,242.94
9595852,Division by zero!,Division by zero!
9595876,381.67,387.64
9595888,216.74,220.13
9595905,209.49,212.76
9595929,278.41,282.79
9595931,340.9,346.21
9595943,219.42,222.86
9595955,249.42,253.32
9595979,234.97,238.65
9595981,227.26,230.84
9596026,229.87,233.47
9596038,256.97,260.99
9596090,290.31,294.83
9596105,293.93,298.53
9596179,254.31,258.28
9596260,Division by zero!,Division by zero!
9596313,315.39,320.37
9596337,672.12,682.57
9596650,304.37,309.11
9596703,422.15,428.73
9596947,Division by zero!,Division by zero!
9596973,445.28,452.27
9596985,446.72,453.69
9596997,387.52,393.61
9597006,Division by zero!,Division by zero!
9597018,637.42,647.46
9597032,Division by zero!,Division by zero!
9597109,325.43,330.55
9597147,267.47,271.66
9597331,301.65,306.33
9597343,262.8,266.93
9597381,286.18,290.67
9597393,Division by zero!,Division by zero!
9597472,780.38,792.71
9597484,791.96,804.4
9597496,757.91,769.83
9597501,678.34,689.02
9597513,657.55,667.84
9597525,723.49,734.86
9597549,805.52,818.2
9597587,262.07,266.17
9597630,218.88,222.31
9597642,221.83,225.29
9597654,257.65,261.66
9597666,212.54,215.85
9597721,246.98,250.81
9597795,324.95,330.02
9597800,Division by zero!,Division by zero!
9597812,Division by zero!,Division by zero!
9597848,542.4,550.87
9597977,Division by zero!,Division by zero!
9597989,250.02,253.94
9597991,255.19,259.17
9598012,342.93,348.35
9598024,224.49,227.98
9598048,Division by zero!,Division by zero!
9598086,177.98,180.75
9598127,459.02,466.21
9598139,494.04,501.7
9598165,198.09,201.18
9598191,Division by zero!,Division by zero!
9598206,Division by zero!,Division by zero!
9598282,215.85,219.21
9598294,223.96,227.48
9598579,954.16,969.19
9598713,Division by zero!,Division by zero!
9598921,255.3,259.31
9599016,335.62,340.88
9599078,317.36,322.34
9599119,360.7,366.36
9599133,349.38,354.84
9599169,349.67,355.12
9599195,304.49,309.28
9599389,271.22,275.46
9599573,Division by zero!,Division by zero!
9599717,Division by zero!,Division by zero!
9599779,279.01,283.39
9600425,Division by zero!,Division by zero!
9600592,Division by zero!,Division by zero!
9600607,199.67,202.78
9600619,307.72,312.56
9600621,328.04,333.18
9600657,330.98,336.15
9600865,440.17,447.1
9600877,445.92,452.93
9600889,438.77,445.66
9600932,458.19,465.38
9600944,476.28,483.76
9601132,817.21,829.94
9601194,493.38,501.04
9601223,546.2,554.72
9601235,553.61,562.3
9601833,500.04,507.8
9601883,326.11,331.23
9602148,325.8,330.85
9602174,262.62,266.65
9602186,239.07,242.83
9602368,266.86,271.05
9602435,Division by zero!,Division by zero!
9602473,808.1,820.77
9602617,Division by zero!,Division by zero!
9602629,Division by zero!,Division by zero!
9602631,711.3,722.45
9602643,569.7,578.64
9602679,343.36,348.74
9602693,277.29,281.61
9602710,340.78,346.13
9602722,269.84,274.09
9602746,Division by zero!,Division by zero!
9602784,951.43,966.35
9602978,353.23,358.78
9602980,Division by zero!,Division by zero!
9603063,269.69,273.92
9603116,291.87,296.45
9603154,330.03,335.21
9603192,521.28,529.46
9603283,Division by zero!,Division by zero!
9603300,Division by zero!,Division by zero!
9603996,301.48,306.21
9604079,627.2,637.06
9604110,828.35,841.39
9604146,715.43,726.69
9604184,149.49,151.79
9604196,483.94,491.56
9604225,256.24,260.28
9604237,Division by zero!,Division by zero!
9604249,Division by zero!,Division by zero!
9604251,Division by zero!,Division by zero!
9604263,Division by zero!,Division by zero!
9604275,270.47,274.71
9604287,Division by zero!,Division by zero!
9604299,Division by zero!,Division by zero!
9604304,Division by zero!,Division by zero!
9604316,Division by zero!,Division by zero!
9604328,Division by zero!,Division by zero!
9604419,Division by zero!,Division by zero!
9604744,176.87,179.66
9604794,234.2,237.86
9604847,231.06,234.68
9604859,314.44,319.38
9604914,325.27,330.39
9604926,332.94,338.17
9604952,Division by zero!,Division by zero!
9604964,236.54,240.27
9604990,436.16,443.04
9605009,491.72,499.46
9605011,267.96,272.15
9605023,259.07,263.15
9605073,207.22,210.43
9605085,210.01,213.32
9605097,228.95,232.54
9605152,838.15,851.28
9605176,220.97,224.44
9605188,250.42,254.35
9605231,756.65,768.51
9605243,759.15,771.11
9605255,913.3,927.67
9605267,1121.19,1138.83
9605279,1006.81,1022.66
9605499,417.86,424.42
9605633,329.6,334.75
9605645,Division by zero!,Division by zero!
9605786,310.61,315.48
9605798,287.72,292.22
9605891,268.99,273.2
9605982,Division by zero!,Division by zero!
9606003,200.19,203.33
9606027,266.81,270.97
9606039,213.65,217
9606041,213.06,216.42
9606053,246.1,249.96
9606118,253.92,257.91
9606302,1035.1,1051.41
9606314,980.84,996.3
9606326,1064.72,1081.46
9606338,1002.35,1018.16
9606431,250.14,254.05
9606479,350.01,355.52
9606493,112.09,113.83
9606663,123.71,125.65
9606754,383.23,389.24
9606821,210.41,213.68
9606833,190.13,193.09
9606871,187.37,190.32
9606900,367.57,484.09
9606924,1587.34,1612.22
9606962,164.45,167.03
9607007,Division by zero!,Division by zero!
9607019,Division by zero!,Division by zero!
9607100,Division by zero!,Division by zero!
9607162,366.96,372.68
9607174,268.51,272.72
9607277,310.92,315.76
9607289,Division by zero!,Division by zero!
9607291,285.9,290.36
9607306,Division by zero!,Division by zero!
9607370,124.3,157.59
9607382,116.73,148.52
9607394,121.77,123.69
9607409,71.22,91.33
9607423,457.26,464.45
9607435,534.15,542.5
9607447,190.15,193.14
9607459,209.23,212.52
9607576,311.43,316.3
9607590,172,174.69
9607629,362.95,368.62
9607631,282.05,286.46
9607643,310.8,315.67
9607681,474.62,482.1
9607710,497.52,505.32
9607722,474.39,481.81
9607825,Division by zero!,Division by zero!
9607837,326.12,331.24
9607966,387.69,393.78
9608221,229.8,233.39
9608312,Division by zero!,Division by zero!
9608386,Division by zero!,Division by zero!
9608398,Division by zero!,Division by zero!
9608403,Division by zero!,Division by zero!
9608415,Division by zero!,Division by zero!
9608427,Division by zero!,Division by zero!
9608439,Division by zero!,Division by zero!
9608697,252.98,256.92
9608702,225.4,228.94
9608805,211.42,214.75
9608817,Division by zero!,Division by zero!
9608829,253.66,257.65
9608831,264.28,268.44
9608843,Division by zero!,Division by zero!
9608910,Division by zero!,Division by zero!
9608922,263.02,267.16
9608946,Division by zero!,Division by zero!
9608958,259,263.06
9609122,Division by zero!,Division by zero!
9609146,332.6,337.84
9609158,378.03,383.96
9609160,290.27,294.81
9609299,197.52,200.61
9609330,210.96,214.27
9609354,199.6,202.69
9609457,245.7,249.54
9609512,299.1,303.76
9609615,269.78,274.03
9609627,265.55,269.72
9609653,244.56,248.38
9609665,221.19,224.64
9609677,256.66,260.65
9609689,192.3,195.31
9609691,277.42,281.77
9609706,220.94,224.39
9609718,217.07,220.48
9609732,290.92,295.39
9609744,330.42,335.55
9609847,297.42,302.08
9609902,143.22,145.43
9609952,405.58,411.96
9609964,386.43,392.52
9610080,303.33,308.04
9610092,300.86,305.59
9610119,357.87,363.51
9610157,441.51,448.45
9610169,443.59,450.56
9610212,226.51,230.07
9610224,Division by zero!,Division by zero!
9610248,225.68,229.22
9610339,Division by zero!,Division by zero!
9610341,170.02,172.63
9610391,272.31,276.58
9610406,381.91,387.86
9610418,344.19,349.61
9610420,370.97,376.8
9610444,344.46,349.85
9610456,194.65,197.71
9610468,196.96,200.03
9610494,302.58,307.32
9610509,153.34,155.68
9610652,282.62,287.04
9610676,195.21,198.28
9610717,204.34,207.55
9610729,271.4,275.62
9610743,257.86,261.92
9610755,223.46,226.96
9610822,109.69,111.37
9610884,301.99,306.68
9610987,Division by zero!,Division by zero!
9610999,299.44,304.15
9611008,300.47,305.17
9611034,189.6,192.55
9611101,71.84,72.94
9611278,227.27,230.83
9611280,251.47,255.39
9611498,236.72,240.4
9611503,237.94,241.66
9611515,314.06,319
9611577,283.82,288.28
9611589,303.97,308.62
9611618,284.77,289.2
9611709,Division by zero!,Division by zero!
9611711,Division by zero!,Division by zero!
9611735,Division by zero!,Division by zero!
9611747,Division by zero!,Division by zero!
9611759,Division by zero!,Division by zero!
9611802,306.67,311.48
9611826,281.75,286.17
9611890,325.22,330.33
9611905,338.82,344.14
9611931,326.48,331.61
9612052,523.32,531.55
9612246,201.81,204.94
9612284,248.29,252.19
9612296,220.17,223.61
9612313,247.54,251.4
9612325,210.44,213.75
9612375,264.74,268.84
9612557,143.63,145.89
9612844,140.05,142.24
9612870,591.37,602.1
9612882,658.22,668.83
9613018,837.73,850.9
9613020,859.63,873.17
9613056,334.69,339.94
9613288,312.75,317.64
9613290,295.17,299.77
9613305,279.33,283.71
9613317,315.58,320.55
9613329,266.05,270.24
9613434,317.39,322.38
9613604,163.99,166.55
9613628,117.35,119.15
9613630,129.6,131.58
9613642,121.98,123.85
9613769,Division by zero!,Division by zero!
9613812,225.73,229.26
9613836,265.59,269.74
9613848,317.07,321.98
9613850,261.86,265.94
9613862,278.16,282.49
9613874,241.1,244.9
9613965,247.44,251.32
9614036,1214.51,1233.53
9614048,728.77,740.2
9614086,448.78,455.84
9614103,354.52,360.05
9614311,211.71,214.99
9614347,444.93,451.79
9614385,143.52,145.75
9614696,237.92,241.63
9614701,247.76,251.64
9614830,101.34,102.93
9614842,Division by zero!,Division by zero!
9614854,Division by zero!,Division by zero!
9614892,455.87,462.97
9615028,197.9,201
9615030,184.61,187.5
9615042,207.92,211.2
9615054,169.97,172.63
9615080,Division by zero!,Division by zero!
9615107,230.61,234.23
9615121,Division by zero!,Division by zero!
9615133,Division by zero!,Division by zero!
9615169,276.51,280.85
9615212,336.62,341.89
9615377,Division by zero!,Division by zero!
9615406,Division by zero!,Division by zero!
9615418,302.58,307.3
9615676,304.94,309.74
9615729,295.37,300.01
9615743,273.44,277.74
9615860,Division by zero!,Division by zero!
9615913,236.02,239.71
9616084,115.23,117.03
9616096,98.29,99.82
9616101,169.8,172.47
9616230,556.55,565.14
9616723,240.4,244.16
9616747,280.46,284.84
9616761,168.36,170.99
9617179,Division by zero!,Division by zero!
9617234,Division by zero!,Division by zero!
9617258,Division by zero!,Division by zero!
9617260,Division by zero!,Division by zero!
9617351,Division by zero!,Division by zero!
9617399,200.94,204.09
9617416,256.85,260.87
9617430,326.3,331.42
9617442,305.36,310.15
9617466,Division by zero!,Division by zero!
9617478,231.58,235.23
9617519,413.51,419.99
9617521,455.64,462.81
9617600,251,254.91
9617612,292.42,297
9617648,294.06,298.68
9617662,314.78,319.71
9617698,180.62,237.22
9617741,269.06,273.26
9617959,277.99,282.35
9618020,2028.97,2060.93
9618135,197.27,200.35
9618264,868.04,881.66
9618276,867.85,881.52
9618288,896.09,910.22
9618290,848.04,861.38
9618305,917.88,932.34
9618317,912.48,926.86
9618501,229.74,233.34
9618616,267.13,271.33
9618666,336.98,342.21
9618783,960.01,975.09
9618795,216.26,219.65
9618848,243.46,247.19
9618850,217.04,220.4
9618862,234.99,238.6
9619385,584.54,593.76
9619426,816.62,829.49
9619438,1132.4,1150.24
9619440,846.44,859.78
9619452,696.85,707.83
9619464,968.57,983.84
9619531,279.54,283.86
9619737,209.71,213
9619749,Division by zero!,Division by zero!
9619787,359.3,364.93
9619892,Division by zero!,Division by zero!
9619907,1030.58,1046.83
9619919,1025.79,1041.96
9619921,1007.42,1023.29
9619933,986.91,1002.48
9619945,976.53,991.93
9619957,898.28,912.45
9619969,1094.7,1111.96
9619971,1009.3,1025.22
9619983,1064.35,1081.13
9619995,1010.37,1026.3
9620126,223.43,226.91
9620138,203.02,206.2
9620310,Division by zero!,Division by zero!
9620358,92.26,93.7
9620504,Division by zero!,Division by zero!
9620516,Division by zero!,Division by zero!
9620528,Division by zero!,Division by zero!
9620530,Division by zero!,Division by zero!
9620542,Division by zero!,Division by zero!
9620554,Division by zero!,Division by zero!
9620566,Division by zero!,Division by zero!
9620578,Division by zero!,Division by zero!
9620621,270.66,274.9
9620645,Division by zero!,Division by zero!
9620657,164.01,166.57
9620669,179.8,182.6
9620683,316.75,321.73
9620944,308.03,312.86
9620956,303.07,307.81
9620968,258.88,262.95
9620970,269.72,273.95
9620994,223.68,227.2
9621003,239.13,242.86
9621015,288.91,293.45
9621039,205.72,208.9
9621041,233.5,237.12
9621132,255.34,259.34
9621156,478.73,486.27
9621168,487.99,495.68
9621209,149.04,151.39
9621405,303.26,307.96
9621778,314.1,319.03
9621780,306.83,311.66
9621792,Division by zero!,Division by zero!
9621869,233.92,237.56
9621871,225.6,229.1
9621883,201.25,204.39
9621895,262.27,266.36
9622007,510.3,518.22
9622019,462.45,469.73
9622174,336.87,342.16
9622203,654.82,665.23
9622215,613.54,623.48
9622227,633.34,643.5
9622239,696.63,707.74
9622241,639.31,649.57
9622253,682.17,692.97
9622423,295.76,300.37
9622540,251.5,255.45
9622667,Division by zero!,Division by zero!
9622679,Division by zero!,Division by zero!
9622758,146.85,149.1
9622760,153.12,155.46
9622916,397.95,404.2
9623051,237.82,241.56
9623063,205.11,208.33
9623116,182.61,185.47
9623192,134.1,136.21
9623219,425.6,432.26
9623544,350.7,356.15
9623647,305.18,309.96
9623685,638.63,648.68
9623702,312.1,317.02
9623726,Division by zero!,Division by zero!
9623817,Division by zero!,Division by zero!
9623829,Division by zero!,Division by zero!
9623867,Division by zero!,Division by zero!
9623879,Division by zero!,Division by zero!
9623881,285.84,290.31
9623984,222.88,226.3
9623996,193.35,196.33
9624005,239.45,243.14
9624029,332.5,337.74
9624031,337.88,343.17
9624055,290.76,295.3
9624067,451.65,458.61
9624093,316.03,320.96
9624108,327.52,332.63
9624110,318.62,323.57
9624122,316.45,321.42
9624172,183.71,186.59
9624237,336.01,341.3
9624263,451.03,458.1
9624328,203.33,206.53
9624330,203.75,206.94
9624378,268.29,272.51
9624457,528.67,537
9624469,405.22,411.6
9624500,298.82,303.51
9624627,200.79,204.09
9624653,292.55,297.14
9624768,240.21,243.96
9624770,246.35,250.21
9624782,220.35,223.82
9624809,212.24,215.56
9624926,677.26,856.03
9625152,355.38,360.96
9625243,Division by zero!,Division by zero!
9625396,479.37,486.91
9625449,191.33,194.34
9625451,216.58,219.97
9625475,196.3,199.38
9625528,499.91,507.78
9625554,Division by zero!,Division by zero!
9625592,164.76,167.34
9625607,167.27,169.88
9625803,248.22,252.12
9625815,268.33,272.53
9625827,296.46,301.12
9625841,342.48,347.85
9625877,Division by zero!,Division by zero!
9625944,358.05,363.66
9625956,594.93,604.27
9626003,247.09,250.96
9626015,325.08,330.16
9626041,386.62,392.7
9626053,394.37,400.57
9626118,215.02,218.39
9626132,131.33,133.36
9626144,136.9,139.02
9626156,128.12,130.11
9626168,127.75,129.74
9626247,290.44,295.01
9626285,623.2,775.32
9626302,236.89,240.6
9626314,243,246.78
9626388,198.8,201.9
9626390,256.08,260.06
9626522,296.58,301.24
9626534,315.13,320.08
9626558,300.86,305.58
9626601,245.45,249.29
9626613,261.05,265.12
9626651,288.1,292.62
9626663,314.44,319.33
9626687,331.37,336.57
9626730,234.64,238.31
9626895,280.9,285.29
9626936,Division by zero!,Division by zero!
9626974,270.6,274.86
9626986,280.5,284.9
9627502,785.59,793.96
9627758,Division by zero!,Division by zero!
9627899,836.12,849.27
9627904,797.96,810.53
9627954,605.44,771.95
9627966,585,751.47
9628099,Division by zero!,Division by zero!
9628116,319.49,324.49
9628128,255.77,259.75
9628166,786.43,798.82
9628178,778.67,790.91
9628180,739.55,751.18
9628245,237.34,241.07
9628257,Division by zero!,Division by zero!
9628300,1065.15,1081.47
9628568,254.88,258.86
9628570,218.64,222.04
9628685,155.55,158
9628697,166.96,169.59
9628752,299.77,304.49
9628817,223.24,226.72
9628946,290.42,294.96
9629031,834.53,847.59
9629067,687.6,698.43
9629160,233.01,236.67
9629249,262.58,266.62
9629380,533.47,541.8
9629483,303.26,308.03
9629550,409.67,416.07
9629562,406.18,412.51
9629574,400.48,406.74
9629586,612.24,791.81
9629598,664.39,839.08
9629627,297.51,302.19
9629653,318.51,323.48
9629706,259.82,263.87
9629823,254.98,258.97
9629926,334.71,339.95
9629938,313.68,318.58
9629940,276.98,281.34
9629964,277.4,281.75
9630016,97.23,98.72
9630030,1036.87,1052.75
9630248,Division by zero!,Division by zero!
9630365,638.24,648.26
9630391,727.93,739.37
9630418,872.52,886.25
9630664,323.48,328.55
9630731,307.49,312.32
9630743,372.48,378.33
9630755,393.66,399.85
9631072,127.68,129.65
9631113,542.6,551.12
9631125,551.22,559.89
9631345,124.99,126.94
9631357,116.7,118.52
9631369,119.87,121.74
9631371,123.69,125.62
9631383,335.2,340.43
9631462,Division by zero!,Division by zero!
9631474,287.34,291.82
9631797,370.22,375.89
9631840,126.13,128.07
9631876,573.52,582.48
9631929,89.62,91
9631955,936.3,951.05
9631967,930.77,945.44
9631979,929.3,943.92
9631981,965.83,981.05
9631993,966.8,982.02
9632002,934.68,949.39
9632014,968.34,983.59
9632026,1008.9,1024.8
9632064,1023.47,1039.6
9632090,1011.43,1027.39
9632105,984.95,1000.47
9632117,991.58,1007.21
9632129,1087.64,1104.77
9632131,987.31,1002.88
9632143,933.84,948.58
9632155,962.14,977.3
9632167,1051.31,1067.89
9632179,1107.2,1124.66
9632208,643.27,653.4
9632210,866.5,880.12
9632272,Division by zero!,Division by zero!
9632301,304.51,309.3
9632349,247.58,251.49
9632507,458.68,465.91
9632791,278.78,283.17
9632818,301.85,306.57
9632832,555.38,564.13
9633020,267.09,271.3
9633082,375.94,381.86
9633094,Division by zero!,Division by zero!
9633173,523.92,529.81
9633185,328.01,333.18
9633197,213.87,217.22
9633202,235.85,239.53
9633276,210.26,213.54
9633288,178.88,181.67
9633410,341.26,346.6
9633434,626.29,633.01
9633446,622.47,632.25
9633458,485.46,493.1
9633939,773.39,785.56
9633941,798.26,810.81
9633953,798.81,811.39
9633965,944.64,959.48
9633977,444.69,451.67
9634086,560.94,729.8
9634165,613.65,623.29
9634438,288.71,293.24
9634646,271.99,276.28
9634660,279.87,284.28
9634842,327.75,332.91
9634880,225.9,229.44
9634892,177.18,179.95
9634969,255.17,259.17
9635248,181.31,184.13
9635315,603.54,795.99
9635391,204.52,207.74
9635406,235.41,239.08
9635468,196.55,199.62
9635640,409.11,415.57
9635652,667.02,677.52
9635664,547.1,555.68
9635676,672.12,682.7
9635690,363.1,368.69
9635743,190.63,193.62
9635755,Division by zero!,Division by zero!
9635767,237.99,241.74
9635779,300.99,305.68
9635781,Division by zero!,Division by zero!
9635808,225.68,229.22
9635858,319.04,324.03
9636008,308.17,313
9636371,308.72,313.56
9636383,247.33,251.2
9636395,233.04,236.66
9636462,315.1,320.05
9636632,277.95,282.28
9636644,284.65,289.11
9636723,1279.63,1294.95
9636735,598.18,604.77
9636797,693.93,847.68
9636888,1076.15,1092.97
9636943,247.26,251.11
9636955,979.08,994.35
9636967,884.35,898.09
9637076,271.29,275.55
9637088,280.61,285
9637117,216.36,219.78
9637129,270.11,274.35
9637131,225.94,229.51
9637143,192.81,195.82
9637155,384.45,390.51
9637210,309.76,314.61
9637222,754.86,766.75
9637260,706.17,717.29
9637296,221.84,225.3
9637325,562.66,744.52
9637416,283.15,287.59
9637428,265.52,269.68
9637430,311.39,316.26
9637492,629.89,812.7
9637507,600.35,788.53
9637791,Division by zero!,Division by zero!
9638070,269.81,274.04
9638135,206.36,209.6
9638147,204.93,208.12
9638159,269.59,273.82
9638173,241.08,244.83
9638460,333.92,339.18
9638496,331.07,336.24
9638501,299.76,304.46
9638551,397.75,403.98
9638563,429.47,436.14
9638604,223.24,226.76
9638628,241.2,245
9638769,103.8,105.4
9638771,109.07,110.76
9638783,108.2,109.88
9638795,110.51,112.22
9638800,113.85,115.61
9638812,118.16,119.99
9638927,Division by zero!,Division by zero!
9639452,487.83,495.52
9639464,223.23,226.71
9639517,507.01,515.01
9639529,627.78,637.67
9639684,269.12,273.35
