IMO Number,CO₂ emissions per distance [kg CO₂ / n mile],CO₂eq emissions per distance [kg CO₂eq / n mile]
9639696,210.93,214.23
9639751,275.44,279.73
9639763,244.58,248.4
9639775,203.18,206.39
9639907,281.76,286.17
9640023,652.57,845.76
9640059,248.51,252.41
9640061,236.57,240.29
9640097,218.07,221.5
9640102,234.35,237.99
9640138,196.03,199.08
9640140,220.35,223.78
9640437,341.05,453.03
9640592,259.65,263.73
9640607,250.81,254.76
9640621,266.85,271.03
9640645,365.95,482.74
9640671,337.95,343.19
9640889,143.47,145.7
9641223,704.46,715.55
9641235,655,665.29
9641314,273.35,277.63
9641338,315.6,320.56
9641364,276.38,280.72
9641704,Division by zero!,Division by zero!
9641730,789.45,801.88
9641792,189.48,192.44
9641807,243.09,246.91
9641821,169.65,172.3
9641833,320.96,326
9641845,101.66,103.25
9641857,Division by zero!,Division by zero!
9641895,349.6,355.12
9641924,199.76,202.88
9642021,242.98,246.77
9642045,179.32,182.14
9642136,262.72,266.82
9642162,274.02,278.35
9642174,209.55,212.81
9642198,264.16,268.32
9642203,217.25,220.67
9642215,436.81,443.69
9642227,290.76,295.28
9642356,335.52,340.79
9642382,313.6,318.53
9642485,312.6,317.5
9642564,118.24,150.76
9642576,117.87,150.37
9642772,302.46,307.17
9642801,335.86,341.09
9643233,Division by zero!,Division by zero!
9643257,111.86,113.6
9643269,741.41,753.06
9643271,707.1,718.23
9643300,328.86,334.01
9643556,312.68,317.57
9643611,177.2,179.98
9643623,189.61,192.56
9643738,143.99,146.25
9643790,273.58,277.89
9643879,315.25,320.21
9643881,327.65,332.8
9643893,350.15,355.64
9643908,262.88,267.02
9643910,277.97,282.34
9643946,225.09,228.62
9643958,400.78,407.08
9644055,Division by zero!,Division by zero!
9644184,274.56,278.86
9644196,247.6,251.5
9644201,263.35,267.47
9644225,248.32,252.19
9644237,312,316.86
9644251,205.6,208.8
9644433,309.53,314.35
9644483,255.67,259.67
9644495,249.84,253.76
9644524,250.07,254
9644548,378.32,384.18
9644550,244.11,247.93
9644744,132.95,135.05
9644835,271.84,276.12
9645401,372.55,378.35
9645413,399.72,405.95
9645425,400.47,406.75
9645437,345.32,350.71
9645839,89.49,90.87
9645841,85.89,87.21
9645970,842.51,1012.65
9646429,252.84,256.77
9646625,283.72,288.19
9646649,279.28,283.63
9646651,272,276.27
9646663,291.44,296.02
9646675,277.87,282.21
9646699,213.01,216.35
9646704,230.16,233.72
9646716,220.87,224.33
9646728,216.88,220.28
9646730,226.39,229.93
9646742,229.32,232.89
9647277,289.41,293.93
9647289,211.6,214.91
9647318,145.47,147.75
9647461,1028.63,1044.83
9647473,988.92,1004.5
9647875,211.19,214.49
9647887,230.58,234.19
9648075,225.46,229.01
9648087,263.31,267.43
9648104,234.49,238.15
9648178,67.52,68.56
9648192,289.64,294.16
9648257,Division by zero!,Division by zero!
9648738,65.85,66.86
9648843,92.32,93.73
9648855,299.69,304.4
9648879,236.31,240
9649079,248.73,252.63
9649081,208.91,212.18
9649093,200.23,203.37
9649108,Division by zero!,Division by zero!
9649110,203.13,206.32
9649122,Division by zero!,Division by zero!
9649225,652.6,662.59
9649249,291.93,296.47
9649536,229.55,233.14
9649548,214.04,217.36
9649706,296.13,300.77
9649861,215.87,219.23
9649873,214.88,218.25
9649885,184.45,187.36
9650042,732.96,740.81
9650054,478.6,483.79
9650145,248.2,252.09
9650157,Division by zero!,Division by zero!
9650171,Division by zero!,Division by zero!
9650418,608.48,617.92
9650420,574.19,583.21
9650470,304.68,309.47
9650482,130.42,132.43
9650494,271.35,275.59
9650743,304.79,309.63
9650810,214.57,217.93
9650860,424.51,431.16
9650949,93.83,95.27
9650999,226.94,230.5
9651101,322.65,327.77
9651280,329.53,334.65
9651541,134.13,136.22
9651553,308.99,313.73
9652131,317.26,322.19
9652325,218.62,222.04
9652387,205.74,208.97
9652492,254.12,258.04
9652507,323.12,328.16
9652545,296.88,301.47
9652557,277.02,281.37
9652569,272.88,277.11
9652571,269.01,273.24
9652741,Division by zero!,Division by zero!
9652753,Division by zero!,Division by zero!
9653185,301.72,306.45
9653446,443.29,450.25
9653795,274.08,278.39
9653812,190.77,193.69
9654464,478.63,486.13
9654555,322.49,327.56
9654567,283.29,287.73
9654579,322.57,327.62
9654581,335.83,341.08
9654696,641.06,834.66
9654775,296.15,300.8
9654787,242.09,245.89
9654878,847.02,1076.87
9654880,687.96,895.74
9654971,Division by zero!,Division by zero!
9655042,563.9,737.2
9655169,308.11,312.89
9655212,177.16,179.94
9655224,213.19,216.53
9655420,218.06,221.48
9655444,630.38,829.07
9655456,77.95,99.72
9655509,255.28,259.29
9655511,273.2,277.48
9655602,326.7,331.77
9655846,214.09,217.46
9656022,293.83,298.46
9656034,284.38,288.84
9656046,310.91,315.79
9656058,299.17,303.88
9656096,267.22,271.38
9656101,1420.16,1442.51
9656175,356.86,362.45
9656400,288.45,292.96
9656498,295.86,300.5
9656503,268.75,272.94
9656541,154.79,157.21
9656553,129.6,131.63
9656747,402.54,408.88
9656864,202.13,205.36
9657038,320.51,325.48
9657064,287.53,292.02
9657404,220.83,224.31
9657478,196.04,199.1
9657777,291.02,295.56
9657789,289.89,294.41
9657806,249.23,253.1
9657844,220.5,223.96
9657856,235.04,238.72
9657868,206.68,209.91
9657870,228.45,232.04
9658094,106.67,108.3
9658109,132.83,134.87
9658238,472.16,477.2
9658240,632.19,639.26
9658355,232.26,235.88
9658367,173.22,175.87
9658379,263.41,267.49
9658422,111.28,113.02
9658771,206.44,209.65
9658783,219.62,223.06
9658800,250.45,254.34
9658898,211.66,214.98
9658903,223.81,227.32
9658915,292.16,296.73
9658941,223.74,227.25
9658953,242.59,246.39
9658965,Division by zero!,Division by zero!
9658977,252.64,256.61
9658989,283.82,288.26
9659139,295.91,300.54
9659189,164.97,167.56
9659232,342.94,348.32
9659660,285.83,290.31
9659725,566.16,722.88
9659737,263.04,267.18
9659749,267.08,271.23
9659751,264.06,268.18
9659787,192.16,195.18
9659799,Division by zero!,Division by zero!
9659830,330.61,335.8
9659892,220.56,224.01
9659919,271.53,275.8
9659933,251.01,254.94
9660035,195.27,198.32
9660059,217.21,220.63
9660061,226.99,230.53
9660097,274.8,279.08
9660126,212.58,215.93
9660279,262.98,267.06
9660358,297.89,302.58
9660360,290.11,294.66
9660619,336.5,341.77
9660657,367.62,373.28
9661106,294.47,299.11
9661223,414.16,420.63
9661259,301.29,306.01
9661807,283.24,287.65
9661857,300.14,304.86
9662318,Division by zero!,Division by zero!
9662320,220.68,224.14
9662332,202.4,205.55
9662370,239.44,243.17
9662423,228.55,232.13
9662447,Division by zero!,Division by zero!
9662485,111.38,113.1
9663104,298.35,303.02
9663178,282.19,286.63
9663180,269.51,273.75
9663233,301.61,306.34
9663245,324.6,329.67
9663295,310.7,315.59
9663300,310.63,315.46
9663350,292.4,296.99
9663635,326.33,331.43
9663702,221.61,225.09
9663738,212.81,216.13
9663740,219.02,222.43
9663817,153.45,155.87
9664433,150.21,152.51
9664720,251.22,255.15
9664770,462.95,470.24
9664782,475.07,482.55
9664794,467.55,474.9
9664809,479.17,486.7
9664926,Division by zero!,Division by zero!
9664938,175.31,178.06
9665542,309.58,314.42
9665619,904.02,918.25
9665633,754.84,766.73
9665645,741.96,753.64
9665700,248.57,252.46
9665841,197.7,200.79
9665932,Division by zero!,Division by zero!
9666027,280.35,284.75
9666039,228.28,231.88
9666429,212.17,215.49
9666431,193.41,196.42
9666443,203.36,206.54
9666455,204.74,207.94
9666481,Division by zero!,Division by zero!
9666522,Division by zero!,Division by zero!
9666649,279.43,283.76
9666663,252.36,256.32
9666675,334.82,340.07
9666974,Division by zero!,Division by zero!
9667045,Division by zero!,Division by zero!
9667057,268.54,272.72
9667112,314.62,319.57
9667150,856.12,869.6
9667162,926.21,940.8
9667174,912.14,926.49
9667332,Division by zero!,Division by zero!
9667368,250.71,254.65
9667423,198.93,202.04
9667459,274.9,279.22
9667461,331.5,336.7
9667473,365.37,371.12
9667485,308.24,313.08
9667497,247.62,251.49
9667576,200.48,203.62
9667722,285.16,289.63
9667758,189.34,192.31
9667928,263.21,267.32
9668051,212.61,215.93
9668063,262.04,266.1
9668271,171.51,174.2
9668300,216.17,219.55
9668348,462.61,469.9
9668403,252.3,256.25
9668491,217.54,220.96
9668506,212.99,216.34
9668556,188.27,191.23
9668879,273.85,278.11
9668881,329.62,334.77
9668893,334.81,340.05
9668910,239.28,243.03
9668934,239.94,243.71
9668960,600.34,609.75
9668984,503.72,511.64
9669029,378.46,384.39
9669031,335.93,341.18
9669330,280.64,285.03
9669342,329.26,334.43
9669378,266.31,270.5
9669380,255.06,259.06
9669407,250.11,254.03
9669653,372.54,378.32
9669665,249.81,253.74
9669897,310.84,315.7
9669902,322.87,327.93
9669914,307.54,312.35
9669926,236.97,240.66
9669938,292.37,296.94
9669976,224.12,227.64
9670016,380.03,385.96
9670092,Division by zero!,Division by zero!
9670119,332.41,337.63
9670224,Division by zero!,Division by zero!
9670420,225.81,229.37
9670573,561.66,570.48
9670585,542.15,550.67
9670597,502.27,510.17
9670602,528.87,537.17
9670614,520.36,528.53
9670731,203.39,206.64
9670743,270.99,275.16
9670767,231.55,235.15
9670781,200.05,203.19
9670808,261.94,266.02
9670846,224.5,228.03
9670901,293.54,298.15
9670925,270.54,274.77
9670949,339.33,344.63
9671058,185.78,188.66
9671072,157.56,160
9671084,193.11,196.11
9671101,196.68,199.74
9671216,285.81,290.27
9671436,111.02,112.76
9671448,127.07,129.06
9671450,124.31,126.24
9671462,120.42,122.32
9671474,125.74,127.69
9671486,123.96,125.89
9671814,343.7,349.07
9672040,280.82,285.24
9672052,270.15,274.4
9672088,428.1,434.83
9672090,421.76,428.38
9672105,418.1,424.65
9672208,179.15,181.93
9672210,210,213.26
9672234,220.66,224.07
9672404,343.2,348.6
9672507,279.14,283.48
9673018,323.65,328.74
9673020,345.94,351.36
9673197,173.06,175.74
9673379,281.65,286.07
9673381,276.73,281.07
9673513,266.51,270.7
9673525,346.79,352.18
9673630,292.68,297.27
9673666,342.6,347.99
9673678,199,202.11
9673757,289.44,293.97
9673783,260.56,264.67
9673836,243.7,247.52
9673850,357.6,363.17
9674165,356.48,362.08
9674177,320.32,325.37
9674189,379,384.91
9674218,260.68,264.77
9674361,234.62,238.25
9674373,275.6,279.91
9674385,Division by zero!,Division by zero!
9674397,262.08,266.11
9674531,836.1,849.19
9674543,766.67,778.75
9674555,872.05,885.77
9674725,264.56,268.67
9674763,249.46,253.34
9674787,242.32,246.13
9674804,222.54,226.01
9674828,185.81,188.72
9674921,232.93,236.56
9674933,228.3,231.87
9675066,244.1,247.91
9675078,229.8,233.4
9675080,242.85,246.63
9675391,234.59,238.28
9675406,301.3,306.03
9675456,259.13,263.19
9675468,241.44,245.21
9675509,246.9,250.76
9675559,203.98,207.17
9675561,235.1,238.81
9675573,325.5,330.61
9675597,272.81,277.09
9675602,245.34,249.19
9675640,410.74,417.19
9675676,Division by zero!,Division by zero!
9675705,189.4,192.37
9675717,Division by zero!,Division by zero!
9676101,262.02,266.11
9676125,1109.78,1127.25
9676137,788.73,801.14
9676515,242.63,246.41
9676527,300.79,305.45
9676606,212.1,215.39
9676709,319.99,324.99
9676711,343.58,348.97
9676723,330.1,335.27
9677026,525.54,533.8
9677076,1702.32,1729.12
9677313,619.93,629.6
9677583,Division by zero!,Division by zero!
9678408,850.57,863.96
9679062,Division by zero!,Division by zero!
9679074,Division by zero!,Division by zero!
9679385,298.83,303.52
9679555,522.21,530.35
9679880,216.89,220.22
9679892,898.26,912.27
9680085,341.58,346.9
9680097,432.18,439.57
9680102,354.03,359.66
9680243,241.43,245.21
9680255,213.15,216.49
9680360,267.98,272.18
9680712,Division by zero!,Division by zero!
9680724,431.66,438.45
9681118,242.22,246.02
9681120,286.89,291.39
9681132,287.25,291.76
9681156,300.66,305.37
9681170,292.03,296.57
9681211,443.94,450.86
9681390,254.89,258.9
9681431,335.02,340.38
9681493,289.35,293.85
9681508,256.24,260.23
9681534,120.22,122.1
9681546,Division by zero!,Division by zero!
9681699,561.47,616.5
9681821,243.77,247.59
9681845,271.48,275.74
9681857,272.75,277.04
9681895,256.38,260.38
9681900,282.7,287.12
9681974,155.76,158.17
9682241,241.04,244.81
9682253,252.88,256.85
9682265,244.39,248.23
9682320,252.88,256.85
9682332,248.06,251.96
9682368,237.52,241.21
9682394,274,278.3
9682447,472.89,480.23
9682459,265.11,269.23
9682461,313,317.85
9682576,610.83,617.37
9682605,569.3,575.39
9682760,169.4,172.06
9682772,187.91,190.85
9682837,Division by zero!,Division by zero!
9682863,338.97,344.29
9682899,Division by zero!,Division by zero!
9682928,194.81,197.88
9682980,410.02,416.46
9682992,423.81,430.44
9683001,477.49,484.92
9683013,633.56,643.28
9683037,491.34,498.91
9683049,507.3,515.13
9683051,569.74,578.47
9683063,485.1,492.69
9683087,413.29,419.79
9683128,217.66,221.08
9683245,448.86,455.91
9683257,471.8,479.23
9683269,472.4,479.75
9683271,364.52,370.26
9683348,313.93,318.84
9683386,272.38,276.65
9683403,271.92,276.19
9683415,251.44,255.37
9683439,258.83,262.88
9683477,374.15,380.02
9683491,391.32,397.46
9683673,722.48,733.82
9683867,714.14,725.38
9683984,268.71,272.92
9684134,299.89,304.59
9684213,260.54,264.6
9684225,268.83,273.05
9684976,295.35,300
9684988,312.29,317.27
9684990,303.14,307.89
9685085,182.13,184.96
9685425,259.93,264.18
9685437,255.09,259.32
9685449,254.34,258.5
9685451,260.38,264.67
9685463,315.22,320.16
9685475,303.47,308.23
9685487,487.57,495.25
9685499,257.44,261.94
9685504,183.52,187.86
9685619,231.56,235.18
9686273,325.59,330.71
9686314,482.77,490.36
9686326,455.3,462.46
9686338,222.09,225.56
9686352,666.36,676.84
9686364,544.46,552.99
9686558,270.75,274.96
9686637,377.33,383.27
9686649,371.92,377.77
9686728,283.29,287.74
9686857,368.31,374.03
9686869,396.87,403.07
9686871,274.32,278.59
9686883,293.45,298.04
9686900,647.36,657.54
9686912,642.2,652.32
9687069,227.55,231.09
9687071,Division by zero!,Division by zero!
9687095,263.55,267.69
9687124,294.22,298.85
9687136,Division by zero!,Division by zero!
9687148,180.25,183.06
9687150,195.5,198.58
9687162,252.5,256.43
9687174,245.46,249.31
9687227,287.22,291.73
9687239,308.5,313.32
9687306,299.74,304.45
9687485,289.14,293.67
9687502,306.53,311.36
9687526,727.73,739.2
9687538,774.7,786.9
9687552,817.42,830.26
9687564,822.34,835.27
9687576,802.14,814.75
9687588,610.11,619.71
9687693,286.41,290.91
9687708,302.52,307.25
9687710,Division by zero!,Division by zero!
9687942,274.34,278.64
9688350,279.92,284.32
9688374,302.31,307.01
9688386,279.26,283.62
9688415,216.96,220.36
9688427,262.48,266.59
9688635,285.05,289.47
9688647,261.34,265.43
9688829,438.02,444.91
9688831,439.3,446.2
9688843,254.72,258.71
9689146,327.69,332.81
9689158,249.13,253.02
9689160,Division by zero!,Division by zero!
9689562,205.08,208.28
9689574,259.36,263.4
9689603,662.12,672.53
9689615,725.76,737.18
9689677,Division by zero!,Division by zero!
9689689,Division by zero!,Division by zero!
9689691,Division by zero!,Division by zero!
9689706,Division by zero!,Division by zero!
9689811,271.31,275.58
9689897,214.11,217.48
9689902,248.4,252.31
9689914,291.17,295.76
9689926,370.24,376.07
9689988,632.54,642.48
9689990,640.23,650.29
9690078,324.95,330.07
9690092,327.77,332.9
9690107,325.14,330.22
9690133,282.65,287.04
9690145,577.06,767.39
9690157,538.54,715.62
9690169,515.57,672.78
9690171,499.07,656.63
9690509,256.21,260.21
9690535,310.79,315.69
9690547,351.29,356.83
9690626,333.35,338.58
9690793,457.67,464.86
9690808,519.6,527.76
9690810,495.74,503.53
9690822,444.03,451
9690834,363.22,368.94
9690846,440.55,447.46
9690884,212.81,216.16
9691046,232.53,236.19
9691400,314.09,319.03
9691486,171.88,174.55
9691498,198.55,201.67
9691503,220.35,223.77
9691577,270.58,274.81
9691589,267.78,271.97
9691591,229.79,233.4
9691723,362.79,368.47
9691735,300.12,304.79
9691814,260.42,264.51
9691931,398.24,404.51
9691943,556.1,564.83
9692002,561.32,745.06
9692014,604.29,803.56
9692155,257.35,261.4
9692246,356.77,362.37
9692258,324.04,329.07
9692301,269.46,273.68
9692325,283.68,288.12
9692337,283.77,288.19
9692363,251.63,255.58
9692375,294.92,299.53
9692387,256.78,260.76
9692416,223.08,226.57
9692478,456.36,463.47
9692703,Division by zero!,Division by zero!
9692727,231.61,235.25
9692777,186.82,189.76
9692806,118.46,120.28
9692820,394.47,400.65
9692832,397.49,403.69
9692844,389.78,395.88
9692856,354.59,360.16
9693018,283.01,287.44
9693020,274.34,278.63
9693056,425.79,432.48
9693068,381.57,387.56
9693070,419.12,425.7
9693082,395.44,401.64
9693109,124.67,126.59
9693161,510.37,605.73
9693173,477.11,574.62
9693202,Division by zero!,Division by zero!
9693290,243.96,247.77
9693329,205.98,209.21
9693331,199.81,202.94
9693355,Division by zero!,Division by zero!
9693381,Division by zero!,Division by zero!
9693408,Division by zero!,Division by zero!
9693410,Division by zero!,Division by zero!
9693496,220.93,224.39
9693501,239.81,243.55
9693551,467.6,474.95
9693587,489.32,497
9693812,429.99,436.7
9693824,372.87,378.71
9694189,260.07,264.13
9694191,229.75,233.34
9694359,377.66,383.55
9694361,332.23,337.42
9694385,197.5,200.61
9694397,284.71,289.18
9694414,323.59,328.68
9694426,359.48,365.12
9694438,355.65,361.2
9694476,350.38,355.87
9694488,Division by zero!,Division by zero!
9694490,242.6,246.41
9694634,Division by zero!,Division by zero!
9694646,385.72,391.79
9694658,413.29,419.79
9694684,223.62,227.13
9694696,214.61,217.94
9694866,147.35,149.63
9694921,289.12,293.66
9694945,315.11,320.05
9694995,270.85,275.1
9695004,Division by zero!,Division by zero!
9695016,658.28,668.61
9695028,757.12,768.99
9695133,1092.16,1109.33
9695169,1022.02,1038.11
9695640,228.73,232.33
9695834,330.82,335.95
9696096,Division by zero!,Division by zero!
9696101,Division by zero!,Division by zero!
9696113,Division by zero!,Division by zero!
9696254,560.18,568.87
9696424,314.22,319.14
9696436,327.37,332.48
9696448,287.98,292.5
9696450,261.86,265.95
9696462,276.58,280.93
9696474,246.39,250.24
9696527,263.57,267.72
9696553,407.01,413.37
9696565,335.1,340.34
9696577,337.09,342.32
9696589,328.18,333.29
9696682,487.3,494.95
9696694,395.48,401.69
9696709,445.31,452.31
9696711,415.69,422.23
9696761,395.47,401.59
9696773,433.04,439.74
9696826,212.16,215.48
9696838,176.41,179.18
9696840,255.54,259.54
9697026,306.36,311.17
9697143,230.72,234.33
9697155,224.36,227.86
9697210,310.09,314.91
9697234,290.05,294.6
9697246,292.23,296.82
9697301,272.96,277.18
9697595,454.86,462
9697600,418.39,424.96
9697612,218.96,222.42
9697648,323.51,328.58
9697818,197.25,200.32
9697820,189.55,192.49
9697832,192.03,195.01
9697844,192.09,195.08
9697856,166.63,169.23
9697868,279.63,283.99
9697870,269.56,273.76
9697894,189.17,192.14
9697909,269.33,273.52
9697961,220.49,223.95
9697973,263.04,267.16
9698214,291.08,295.65
9698226,244.77,248.63
